id,date,year,month,month_name,season,weekday,day_name,day_type,weather,hour,temp,temp_feel,humidity,windspeed,casual,registered,total,yearmonth
68,2011-01-03,2011,1,Jan,Spring,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",22,5.74,7.6,0.69,8.9981,0,20,20,2011-Jan
69,2011-01-03,2011,1,Jan,Spring,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",23,7.38,10.6,0.55,7.0015,1,11,12,2011-Jan
70,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",0,6.5600000000000005,9.1,0.55,7.0015,0,5,5,2011-Jan
71,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",1,6.5600000000000005,9.1,0.59,7.0015,0,2,2,2011-Jan
72,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",2,5.74,7.6,0.63,8.9981,0,1,1,2011-Jan
73,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",4,5.74,9.1,0.63,6.0032,0,2,2,2011-Jan
74,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",5,4.92,7.6,0.68,7.0015,0,4,4,2011-Jan
75,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",6,4.92,7.6,0.74,7.0015,0,36,36,2011-Jan
76,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",7,4.92,7.6,0.74,8.9981,2,92,94,2011-Jan
77,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",8,5.74,7.6,0.69,11.0014,2,177,179,2011-Jan
78,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",9,6.5600000000000005,7.6,0.64,15.001299999999999,2,98,100,2011-Jan
79,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10,6.5600000000000005,6.8,0.69,22.0028,5,37,42,2011-Jan
80,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",11,9.02,10.6,0.51,19.999499999999998,7,50,57,2011-Jan
81,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",12,9.02,11.4,0.51,11.0014,12,66,78,2011-Jan
82,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",13,9.84,11.4,0.56,12.998000000000001,18,79,97,2011-Jan
83,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",14,10.66,12.9,0.52,15.001299999999999,9,54,63,2011-Jan
84,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",15,11.48,13.6,0.52,16.997899999999998,17,48,65,2011-Jan
85,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",16,12.299999999999999,14.4,0.49,16.997899999999998,15,68,83,2011-Jan
86,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",17,11.48,13.6,0.48,15.001299999999999,10,202,212,2011-Jan
87,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",18,10.66,12.9,0.48,12.998000000000001,3,179,182,2011-Jan
88,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",19,9.84,12.9,0.48,7.0015,2,110,112,2011-Jan
89,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",20,9.84,12.9,0.48,7.0015,1,53,54,2011-Jan
90,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",21,9.02,13.6,0.64,0.0,0,48,48,2011-Jan
91,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",22,9.02,12.9,0.64,6.0032,1,34,35,2011-Jan
92,2011-01-04,2011,1,Jan,Spring,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",23,8.200000000000001,11.4,0.69,6.0032,2,9,11,2011-Jan
93,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",0,8.200000000000001,12.9,0.64,0.0,0,6,6,2011-Jan
94,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",1,6.5600000000000005,9.8,0.74,6.0032,0,6,6,2011-Jan
95,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",2,6.5600000000000005,9.8,0.74,6.0032,0,2,2,2011-Jan
96,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",4,9.84,11.4,0.48,15.001299999999999,0,2,2,2011-Jan
97,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",5,9.02,11.4,0.47,11.0014,0,3,3,2011-Jan
98,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",6,8.200000000000001,9.8,0.47,15.001299999999999,0,33,33,2011-Jan
99,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",7,7.38,9.1,0.43,12.998000000000001,1,87,88,2011-Jan
100,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",8,8.200000000000001,9.1,0.4,19.999499999999998,3,192,195,2011-Jan
101,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",9,9.02,9.8,0.37,22.0028,6,109,115,2011-Jan
102,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",10,9.02,9.8,0.37,22.0028,4,53,57,2011-Jan
103,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",11,10.66,11.4,0.33,22.0028,12,34,46,2011-Jan
104,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",12,10.66,11.4,0.33,22.0028,5,74,79,2011-Jan
105,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",13,11.48,12.9,0.3,19.999499999999998,6,65,71,2011-Jan
106,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",14,12.299999999999999,14.4,0.28,12.998000000000001,10,52,62,2011-Jan
107,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",15,12.299999999999999,14.4,0.28,12.998000000000001,7,55,62,2011-Jan
108,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",16,12.299999999999999,15.9,0.28,6.0032,4,85,89,2011-Jan
109,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",17,9.84,11.4,0.38,12.998000000000001,4,186,190,2011-Jan
110,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",18,9.84,12.1,0.38,8.9981,3,166,169,2011-Jan
111,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",19,9.84,12.9,0.38,7.0015,5,127,132,2011-Jan
112,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",20,9.02,11.4,0.47,11.0014,7,82,89,2011-Jan
113,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",21,8.200000000000001,9.8,0.51,12.998000000000001,3,40,43,2011-Jan
114,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",22,7.38,9.8,0.55,8.9981,1,41,42,2011-Jan
115,2011-01-05,2011,1,Jan,Spring,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",23,8.200000000000001,12.9,0.47,0.0,1,18,19,2011-Jan
116,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",0,7.38,12.1,0.55,0.0,0,11,11,2011-Jan
117,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",1,6.5600000000000005,11.4,0.64,0.0,0,4,4,2011-Jan
118,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",2,6.5600000000000005,11.4,0.64,0.0,0,2,2,2011-Jan
119,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4,6.5600000000000005,9.8,0.64,6.0032,0,1,1,2011-Jan
120,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5,5.74,9.1,0.69,6.0032,0,4,4,2011-Jan
121,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6,5.74,8.3,0.63,7.0015,0,36,36,2011-Jan
122,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7,6.5600000000000005,11.4,0.59,0.0,0,95,95,2011-Jan
123,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",8,6.5600000000000005,11.4,0.59,0.0,3,216,219,2011-Jan
124,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9,7.38,12.1,0.51,0.0,6,116,122,2011-Jan
125,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",10,8.200000000000001,12.9,0.47,0.0,3,42,45,2011-Jan
126,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",11,9.02,12.9,0.44,6.0032,2,57,59,2011-Jan
127,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",12,10.66,14.4,0.35,0.0,6,78,84,2011-Jan
128,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",13,10.66,13.6,0.35,7.0015,12,55,67,2011-Jan
129,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",14,11.48,13.6,0.36,11.0014,11,59,70,2011-Jan
130,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",15,11.48,13.6,0.36,0.0,8,54,62,2011-Jan
131,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",16,10.66,12.9,0.38,11.0014,12,74,86,2011-Jan
132,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",17,9.02,11.4,0.51,11.0014,9,163,172,2011-Jan
133,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",18,9.02,11.4,0.51,8.9981,5,158,163,2011-Jan
134,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",19,9.02,12.9,0.55,6.0032,3,109,112,2011-Jan
135,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",20,8.200000000000001,10.6,0.51,11.0014,3,66,69,2011-Jan
136,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",21,9.02,10.6,0.55,15.001299999999999,0,48,48,2011-Jan
137,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",22,9.02,10.6,0.51,19.0012,1,51,52,2011-Jan
138,2011-01-06,2011,1,Jan,Spring,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23,8.200000000000001,9.8,0.59,12.998000000000001,4,19,23,2011-Jan
139,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0,8.200000000000001,9.8,0.64,12.998000000000001,4,13,17,2011-Jan
140,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1,8.200000000000001,9.8,0.69,15.001299999999999,2,5,7,2011-Jan
141,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2,8.200000000000001,9.8,0.69,15.001299999999999,0,1,1,2011-Jan
142,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4,8.200000000000001,10.6,0.69,8.9981,0,1,1,2011-Jan
143,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",5,9.02,13.6,0.55,0.0,0,5,5,2011-Jan
144,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6,8.200000000000001,12.9,0.69,0.0,8,26,34,2011-Jan
145,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",7,8.200000000000001,10.6,0.69,8.9981,8,76,84,2011-Jan
146,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",8,8.200000000000001,9.8,0.51,16.997899999999998,20,190,210,2011-Jan
147,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",9,8.200000000000001,9.1,0.47,19.999499999999998,9,125,134,2011-Jan
148,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",10,9.02,9.8,0.37,22.0028,16,47,63,2011-Jan
149,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11,8.200000000000001,9.8,0.4,15.001299999999999,19,48,67,2011-Jan
150,2011-01-07,2011,1,Jan,Spring,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12,8.200000000000001,9.8,0.37,16.997899999999998,9,50,59,2011-Jan
